更新时间,#genre#
🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://123.56.129.203:1385/rtp/225.1.8.89:8000$北京电信组播源
CCTV-5,http://123.56.129.203:1385/rtp/225.1.8.93:8000$北京电信组播源
CCTV-5,http://120.55.49.231:8693/rtp/233.50.201.197:5140$浙江电信组播源
CCTV-5,http://gslbserv.itv.cmvideo.cn/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=3$订阅源
CCTV-5+,http://120.55.49.231:8693/rtp/233.50.201.220:5140$浙江电信组播源
CCTV-5+,http://122.9.151.210:7290/rtp/238.255.2.185:5999$贵州电信组播源
CCTV-5+,http://gslbserv.itv.cmvideo.cn/1000000005000265016/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=3$订阅源
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8$订阅源
广东体育,http://171.38.65.20:8181/tsfile/live/1041_1.m3u8$订阅源
广东体育,https://php.17186.eu.org/gdtv/gdty.m3u8$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源
纬来体育,http://50.7.234.10:8278/videolandsport/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=993b502f89231e1bd03940a81ba8cabc$订阅源
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8$订阅源
五星体育,http://139.196.151.191:6846/rtp/239.45.3.210:5140$组播源
五星体育,http://139.196.151.191:7549/rtp/239.45.3.210:5140$组播源
五星体育,http://139.196.151.191:2051/rtp/239.45.3.210:5140$组播源
五星体育,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/2000000002000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000007&livemode=1&stbId=3$订阅源
体育赛事,http://123.56.129.203:1385/rtp/225.1.8.81:8176$北京电信组播源
足球频道,http://123.56.129.203:1385/rtp/225.1.8.249:4120$北京电信组播源
天元围棋,http://122.9.151.210:7290/rtp/238.255.2.7:5999$贵州电信组播源
快乐垂钓,http://123.56.129.203:1385/rtp/225.1.8.71:8002$北京电信组播源
快乐垂钓,http://120.55.49.231:8693/rtp/233.50.201.109:5140$浙江电信组播源

🪁动画频道,#genre#
动漫秀场,http://120.55.49.231:8693/rtp/233.50.201.184:5140$浙江电信组播源
动漫秀场,http://122.9.151.210:7290/rtp/238.255.2.196:5999$贵州电信组播源
优漫卡通,http://122.9.151.210:7290/rtp/238.255.2.57:5999$贵州电信组播源
优漫卡通,http://221.213.69.82:9901/tsfile/live/1003_1.m3u8$订阅源
优漫卡通,http://hsv4dcdn.qnqcdn.net/gdcucc-livod.qn-cdn.gitv.tv/gitv_live/G_YOUMAN/G_YOUMAN.m3u8?p=GITV&area=GD_CUCC&$订阅源
优漫卡通,http://112.102.217.173:9003//hls/74/index.m3u8$订阅源
金鹰卡通,http://123.56.129.203:1385/rtp/225.1.8.163:9252$北京电信组播源
金鹰卡通,http://120.55.49.231:8693/rtp/233.50.201.73:5140$浙江电信组播源
金鹰卡通,http://122.9.151.210:7290/rtp/238.255.2.55:5999$贵州电信组播源
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225653/index.m3u8$订阅源|IPv6
黑莓动画,http://112.102.217.173:9003//hls/100/index.m3u8$订阅源
黑莓动画,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000021734$订阅源
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$订阅源|IPv6
黑莓动画,http://[2409:8087:1a01:df::4007]:80/TVOD/88888888/224/3221225529/main.m3u8$订阅源|IPv6
浙江少儿,http://120.55.49.231:8693/rtp/233.50.201.138:5140$浙江电信组播源
浙江少儿,http://120.55.49.231:7320/rtp/233.50.201.138:5140$组播源
浙江少儿,http://120.55.49.231:2693/rtp/233.50.201.138:5140$组播源
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$订阅源
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$订阅源

🎮游戏频道,#genre#
游戏风云,http://120.55.49.231:8693/rtp/233.50.201.183:5140$浙江电信组播源
游戏风云,http://122.9.151.210:7290/rtp/238.255.2.197:5999$贵州电信组播源

🎵音乐频道,#genre#
CCTV-15,http://123.56.129.203:1385/rtp/225.1.8.74:8136$北京电信组播源
CCTV-15,http://123.56.129.203:1385/rtp/225.1.8.115:8052$北京电信组播源
CCTV-15,http://120.55.49.231:8693/rtp/233.50.201.15:5140$浙江电信组播源
CCTV-15,http://gslbserv.itv.cmvideo.cn/1000000005000265014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=3$订阅源
音乐现场,http://123.56.129.203:1385/rtp/225.1.8.230:4120$北京电信组播源
音乐调频广播,http://120.55.49.231:8693/rtp/233.50.201.82:5140$浙江电信组播源

🏛经典剧场,#genre#
